date,time,place,item,type,recyclability,sorted_status
2024-02-28,18:59,par14,glass bottle,Glass,Recyclable,Sorted
2024-01-02,15:29,par14,banana peel,Organic,bio-degradable,Unsorted
2024-05-30,13:41,lobby,plastic film,Plastic,non-recyclable,Sorted
2024-01-25,12:55,par14,paper,Paper,Recyclable,Unsorted
2024-06-04,09:51,par13,paper cup,Paper,Recyclable,Unsorted
2024-04-03,12:41,par13,paper cup,Paper,Recyclable,Unsorted
2024-05-30,12:59,vending machine,wrapper,Plastic,non-recyclable,Unsorted
2024-01-10,14:34,lobby,drink can,Metal,Recyclable,Sorted
2024-01-26,12:11,par13,clear water bottle,Plastic,Recyclable,Sorted
2024-06-12,11:49,par14,glass bottle,Glass,Recyclable,Unsorted
2024-01-08,12:30,par14,paper cup,Paper,Recyclable,Sorted
2024-06-05,12:13,lobby,coffee cup,Paper,Recyclable,Unsorted
2024-05-17,11:33,lobby,cardboard,Paper,Recyclable,Unsorted
2024-01-19,12:14,vending machine,paper cup,Paper,Recyclable,Sorted
2024-02-07,18:29,lobby,coffee cup,Paper,Recyclable,Unsorted
2024-05-23,11:48,lobby,cardboard,Paper,Recyclable,Unsorted
2024-03-11,12:57,lobby,glass bottle,Glass,Recyclable,Sorted
2024-01-15,18:09,vending machine,food,Organic,bio-degradable,Unsorted
2024-04-05,12:58,par6,wrapper,Plastic,non-recyclable,Sorted
2024-04-02,13:09,par13,plastic film,Plastic,non-recyclable,Unsorted
2024-05-03,11:54,lobby,food,Organic,bio-degradable,Sorted
2024-05-17,11:57,par14,plastic film,Plastic,non-recyclable,Unsorted
2024-02-05,12:11,vending machine,clear water bottle,Plastic,Recyclable,Sorted
2024-04-17,13:09,par6,plastic film,Plastic,non-recyclable,Unsorted
2024-03-05,11:51,par14,banana peel,Organic,bio-degradable,Unsorted
2024-05-03,12:31,lobby,paper,Paper,Recyclable,Unsorted
2024-02-22,17:50,par6,plastic film,Plastic,non-recyclable,Sorted
2024-04-26,12:48,par6,carton,Paper,Recyclable,Unsorted
2024-04-03,11:21,par14,clear water bottle,Plastic,Recyclable,Sorted
2024-05-08,15:52,par6,paper cup,Paper,Recyclable,Sorted
2024-02-20,13:23,lobby,plastic film,Plastic,non-recyclable,Unsorted
2024-03-25,13:00,par6,paper cup,Paper,Recyclable,Sorted
2024-02-05,12:36,lobby,glass bottle,Glass,Recyclable,Unsorted
2024-05-28,13:16,par14,coffee cup,Paper,Recyclable,Sorted
2024-03-27,15:10,par6,paper cup,Paper,Recyclable,Unsorted
2024-06-03,12:57,vending machine,carton,Paper,Recyclable,Sorted
2024-04-22,11:48,vending machine,cardboard,Paper,Recyclable,Unsorted
2024-03-13,12:00,par6,wrapper,Plastic,non-recyclable,Unsorted
2024-01-22,12:35,par13,paper cup,Paper,Recyclable,Unsorted
2024-03-12,11:45,par6,paper cup,Paper,Recyclable,Unsorted
2024-03-26,16:09,par14,cardboard,Paper,Recyclable,Sorted
2024-05-09,12:35,vending machine,cardboard,Paper,Recyclable,Sorted
2024-05-31,13:00,par13,paper cup,Paper,Recyclable,Unsorted
2024-01-05,12:31,par14,cardboard,Paper,Recyclable,Sorted
2024-04-15,12:04,vending machine,clear water bottle,Plastic,Recyclable,Sorted
2024-01-31,13:12,lobby,carton,Paper,Recyclable,Sorted
2024-04-17,12:36,par14,paper,Paper,Recyclable,Unsorted
2024-04-12,13:27,vending machine,clear water bottle,Plastic,Recyclable,Sorted
2024-03-05,13:34,par6,glass bottle,Glass,Recyclable,Sorted
2024-01-26,15:01,lobby,wrapper,Plastic,non-recyclable,Unsorted
2024-01-22,12:51,vending machine,clear water bottle,Plastic,Recyclable,Unsorted
2024-06-14,15:07,lobby,cardboard,Paper,Recyclable,Sorted
2024-05-23,18:40,vending machine,clear water bottle,Plastic,Recyclable,Sorted
2024-03-07,12:31,vending machine,plastic film,Plastic,non-recyclable,Unsorted
2024-02-23,10:31,lobby,clear water bottle,Plastic,Recyclable,Unsorted
2024-02-08,13:22,par13,coffee cup,Paper,Recyclable,Unsorted
2024-01-26,13:06,par6,wrapper,Plastic,non-recyclable,Sorted
2024-01-29,13:25,par14,carton,Paper,Recyclable,Sorted
2024-04-26,11:41,par14,clear water bottle,Plastic,Recyclable,Unsorted
2024-02-01,11:02,lobby,paper cup,Paper,Recyclable,Sorted
2024-03-19,13:32,par14,carton,Paper,Recyclable,Unsorted
2024-06-10,18:21,par14,paper,Paper,Recyclable,Unsorted
2024-05-16,12:02,par6,coffee cup,Paper,Recyclable,Unsorted
2024-03-26,12:10,par13,banana peel,Organic,bio-degradable,Unsorted
2024-05-07,13:04,par13,paper cup,Paper,Recyclable,Unsorted
2024-05-03,11:40,vending machine,clear water bottle,Plastic,Recyclable,Unsorted
2024-02-27,12:27,vending machine,clear water bottle,Plastic,Recyclable,Unsorted
2024-02-12,12:24,vending machine,clear water bottle,Plastic,Recyclable,Sorted
2024-06-04,13:19,lobby,cardboard,Paper,Recyclable,Sorted
2024-02-28,12:26,par14,clear water bottle,Plastic,Recyclable,Unsorted
2024-02-16,12:13,vending machine,carton,Paper,Recyclable,Unsorted
2024-01-05,17:26,par13,paper cup,Paper,Recyclable,Unsorted
2024-02-23,12:28,vending machine,plastic film,Plastic,non-recyclable,Unsorted
2024-03-18,14:45,par13,paper cup,Paper,Recyclable,Unsorted
2024-04-09,12:49,par13,drink can,Metal,Recyclable,Unsorted
2024-02-12,13:41,par6,coffee cup,Paper,Recyclable,Sorted
2024-06-06,11:53,lobby,banana peel,Organic,bio-degradable,Unsorted
2024-01-08,11:35,lobby,food,Organic,bio-degradable,Sorted
2024-03-07,13:30,par13,paper cup,Paper,Recyclable,Sorted
2024-03-18,11:42,vending machine,clear water bottle,Plastic,Recyclable,Unsorted
2024-06-07,11:45,par14,glass bottle,Glass,Recyclable,Sorted
2024-03-20,12:37,lobby,glass bottle,Glass,Recyclable,Sorted
2024-01-23,11:28,par6,plastic film,Plastic,non-recyclable,Sorted
2024-04-17,12:40,vending machine,cardboard,Paper,Recyclable,Sorted
2024-06-03,17:52,par14,glass bottle,Glass,Recyclable,Sorted
2024-03-15,12:51,par6,cardboard,Paper,Recyclable,Unsorted
2024-04-19,13:21,par13,cardboard,Paper,Recyclable,Unsorted
2024-01-02,13:39,lobby,banana peel,Organic,bio-degradable,Unsorted
2024-01-24,12:21,par13,banana peel,Organic,bio-degradable,Sorted
2024-02-13,15:53,vending machine,plastic film,Plastic,non-recyclable,Sorted
2024-04-10,11:41,vending machine,paper cup,Paper,Recyclable,Sorted
2024-01-10,10:05,lobby,cardboard,Paper,Recyclable,Sorted
2024-05-14,12:50,vending machine,clear water bottle,Plastic,Recyclable,Sorted
2024-01-02,18:56,vending machine,wrapper,Plastic,non-recyclable,Unsorted
2024-05-31,13:15,vending machine,clear water bottle,Plastic,Recyclable,Unsorted
2024-02-21,11:39,lobby,plastic film,Plastic,non-recyclable,Sorted
2024-04-09,12:24,lobby,paper cup,Paper,Recyclable,Unsorted
2024-05-02,12:21,par14,wrapper,Plastic,non-recyclable,Sorted
2024-05-10,11:27,lobby,paper cup,Paper,Recyclable,Sorted
2024-03-28,12:09,par6,clear water bottle,Plastic,Recyclable,Unsorted
2024-01-01,12:28,vending machine,clear water bottle,Plastic,Recyclable,Unsorted
2024-05-13,09:27,lobby,food,Organic,bio-degradable,Sorted
2024-03-11,10:34,vending machine,plastic film,Plastic,non-recyclable,Sorted
2024-04-26,15:07,par6,drink can,Metal,Recyclable,Unsorted
2024-04-12,13:05,par6,paper,Paper,Recyclable,Unsorted
2024-01-04,11:40,par6,carton,Paper,Recyclable,Sorted
2024-06-11,12:34,par6,glass bottle,Glass,Recyclable,Sorted
2024-04-11,12:56,par13,drink can,Metal,Recyclable,Unsorted
2024-05-22,13:15,par14,drink can,Metal,Recyclable,Unsorted
2024-06-12,13:30,lobby,paper cup,Paper,Recyclable,Unsorted
2024-05-31,12:04,lobby,glass bottle,Glass,Recyclable,Sorted
2024-04-05,12:09,lobby,wrapper,Plastic,non-recyclable,Sorted
2024-03-21,13:04,par6,paper cup,Paper,Recyclable,Sorted
2024-02-26,12:03,par6,wrapper,Plastic,non-recyclable,Unsorted
2024-05-13,13:51,par6,wrapper,Plastic,non-recyclable,Sorted
2024-01-19,12:39,par14,banana peel,Organic,bio-degradable,Unsorted
2024-04-23,12:32,lobby,paper,Paper,Recyclable,Unsorted
2024-04-01,13:07,par6,drink can,Metal,Recyclable,Sorted
2024-04-11,12:54,par6,coffee cup,Paper,Recyclable,Unsorted
2024-04-26,11:47,par14,glass bottle,Glass,Recyclable,Unsorted
2024-01-11,12:39,par13,paper cup,Paper,Recyclable,Unsorted
2024-04-24,11:34,vending machine,plastic film,Plastic,non-recyclable,Unsorted
2024-03-29,11:56,vending machine,wrapper,Plastic,non-recyclable,Unsorted
2024-02-26,15:12,par14,paper cup,Paper,Recyclable,Sorted
2024-01-30,12:08,lobby,clear water bottle,Plastic,Recyclable,Unsorted
2024-06-04,13:19,par14,drink can,Metal,Recyclable,Unsorted
2024-01-17,11:59,par13,cardboard,Paper,Recyclable,Unsorted
2024-02-05,12:12,par13,paper cup,Paper,Recyclable,Unsorted
2024-05-30,11:47,par13,food,Organic,bio-degradable,Unsorted
2024-05-14,12:27,par14,plastic film,Plastic,non-recyclable,Unsorted
2024-02-02,13:20,par6,plastic film,Plastic,non-recyclable,Unsorted
2024-02-20,15:49,par13,carton,Paper,Recyclable,Unsorted
2024-01-29,11:11,lobby,cardboard,Paper,Recyclable,Sorted
2024-01-11,11:41,lobby,glass bottle,Glass,Recyclable,Unsorted
2024-03-01,12:18,par13,clear water bottle,Plastic,Recyclable,Unsorted
2024-04-08,15:21,par13,coffee cup,Paper,Recyclable,Unsorted
2024-04-25,12:51,lobby,coffee cup,Paper,Recyclable,Sorted
2024-02-26,12:58,vending machine,cardboard,Paper,Recyclable,Unsorted
2024-01-16,12:26,par6,glass bottle,Glass,Recyclable,Sorted
2024-05-06,12:51,lobby,drink can,Metal,Recyclable,Unsorted
2024-02-28,13:10,par14,coffee cup,Paper,Recyclable,Sorted
2024-02-09,13:41,lobby,coffee cup,Paper,Recyclable,Unsorted
2024-02-01,12:00,par6,glass bottle,Glass,Recyclable,Unsorted
2024-06-12,13:01,par6,cardboard,Paper,Recyclable,Sorted
2024-02-14,12:07,par13,wrapper,Plastic,non-recyclable,Unsorted
2024-04-16,11:12,par6,clear water bottle,Plastic,Recyclable,Sorted
2024-05-21,12:42,par13,carton,Paper,Recyclable,Sorted
2024-05-09,15:54,par13,carton,Paper,Recyclable,Unsorted
2024-05-20,13:34,par13,paper cup,Paper,Recyclable,Unsorted
2024-06-11,12:05,par6,food,Organic,bio-degradable,Unsorted
2024-01-18,09:57,par14,coffee cup,Paper,Recyclable,Unsorted
2024-05-08,11:22,par14,banana peel,Organic,bio-degradable,Sorted
2024-02-23,12:58,lobby,banana peel,Organic,bio-degradable,Sorted
2024-04-30,13:17,par6,paper,Paper,Recyclable,Unsorted
2024-04-03,12:20,lobby,banana peel,Organic,bio-degradable,Unsorted
2024-04-11,12:19,par13,clear water bottle,Plastic,Recyclable,Unsorted
2024-04-12,12:28,lobby,glass bottle,Glass,Recyclable,Sorted
2024-04-09,10:23,vending machine,cardboard,Paper,Recyclable,Unsorted
2024-06-06,12:36,par14,cardboard,Paper,Recyclable,Sorted
2024-06-12,15:11,lobby,drink can,Metal,Recyclable,Unsorted
2024-01-15,12:43,par6,food,Organic,bio-degradable,Unsorted
2024-01-12,10:27,par13,paper cup,Paper,Recyclable,Unsorted
2024-06-07,13:41,vending machine,clear water bottle,Plastic,Recyclable,Sorted
2024-05-20,12:32,par6,glass bottle,Glass,Recyclable,Sorted
2024-06-10,19:02,lobby,paper cup,Paper,Recyclable,Unsorted
2024-06-10,12:49,par13,clear water bottle,Plastic,Recyclable,Unsorted
2024-05-14,12:43,lobby,coffee cup,Paper,Recyclable,Sorted
2024-01-10,13:54,par13,glass bottle,Glass,Recyclable,Unsorted
2024-04-10,11:57,par6,glass bottle,Glass,Recyclable,Sorted
2024-03-13,13:00,par14,plastic film,Plastic,non-recyclable,Unsorted
2024-04-08,12:28,par6,plastic film,Plastic,non-recyclable,Unsorted
2024-03-21,12:48,par13,paper cup,Paper,Recyclable,Unsorted
2024-04-04,12:02,par13,clear water bottle,Plastic,Recyclable,Unsorted
2024-04-02,12:30,par13,paper cup,Paper,Recyclable,Sorted
2024-04-19,10:45,par14,paper,Paper,Recyclable,Unsorted
2024-06-04,12:32,lobby,drink can,Metal,Recyclable,Sorted
2024-06-14,18:37,par6,clear water bottle,Plastic,Recyclable,Unsorted
2024-02-15,13:14,par6,cardboard,Paper,Recyclable,Unsorted
2024-04-16,11:32,par6,paper,Paper,Recyclable,Unsorted
2024-02-21,11:11,par14,glass bottle,Glass,Recyclable,Sorted
2024-02-23,11:29,lobby,clear water bottle,Plastic,Recyclable,Unsorted
2024-06-04,10:58,lobby,glass bottle,Glass,Recyclable,Sorted
2024-03-01,11:10,vending machine,paper cup,Paper,Recyclable,Sorted
2024-03-19,17:23,vending machine,clear water bottle,Plastic,Recyclable,Unsorted
2024-01-04,13:02,par13,paper,Paper,Recyclable,Unsorted
2024-01-24,12:37,par13,paper cup,Paper,Recyclable,Unsorted
2024-06-14,17:24,par6,food,Organic,bio-degradable,Sorted
2024-06-13,12:05,par13,paper cup,Paper,Recyclable,Unsorted
2024-01-23,12:51,vending machine,plastic film,Plastic,non-recyclable,Unsorted
2024-04-09,13:25,lobby,banana peel,Organic,bio-degradable,Sorted
2024-03-05,09:49,par14,wrapper,Plastic,non-recyclable,Sorted
2024-03-28,10:21,lobby,carton,Paper,Recyclable,Sorted
2024-03-26,12:50,par13,glass bottle,Glass,Recyclable,Unsorted
2024-03-14,12:57,vending machine,wrapper,Plastic,non-recyclable,Unsorted
2024-02-29,12:21,par14,coffee cup,Paper,Recyclable,Sorted
2024-01-10,13:32,par14,cardboard,Paper,Recyclable,Sorted
2024-05-16,13:06,lobby,cardboard,Paper,Recyclable,Sorted
2024-02-28,15:41,vending machine,wrapper,Plastic,non-recyclable,Unsorted
2024-01-19,12:41,par14,paper,Paper,Recyclable,Unsorted
2024-05-13,10:17,par6,food,Organic,bio-degradable,Sorted
2024-05-13,16:13,lobby,paper,Paper,Recyclable,Unsorted
2024-01-25,10:58,par14,cardboard,Paper,Recyclable,Unsorted
2024-06-07,12:00,par6,food,Organic,bio-degradable,Sorted
2024-03-27,12:47,vending machine,glass bottle,Glass,Recyclable,Sorted
2024-02-12,10:06,par14,paper cup,Paper,Recyclable,Sorted
2024-03-11,13:13,par13,drink can,Metal,Recyclable,Unsorted
2024-03-14,15:06,lobby,wrapper,Plastic,non-recyclable,Unsorted
2024-03-29,12:56,par13,paper cup,Paper,Recyclable,Unsorted
2024-02-13,12:11,lobby,banana peel,Organic,bio-degradable,Sorted
2024-02-01,12:37,par13,carton,Paper,Recyclable,Unsorted
2024-01-05,14:51,lobby,drink can,Metal,Recyclable,Sorted
2024-03-06,15:07,par6,banana peel,Organic,bio-degradable,Unsorted
2024-01-23,12:57,par6,drink can,Metal,Recyclable,Sorted
2024-03-04,12:01,par6,banana peel,Organic,bio-degradable,Sorted
2024-01-29,11:27,vending machine,clear water bottle,Plastic,Recyclable,Unsorted
2024-05-17,12:37,par6,wrapper,Plastic,non-recyclable,Unsorted
2024-04-10,12:01,par6,glass bottle,Glass,Recyclable,Sorted
2024-02-29,11:39,vending machine,clear water bottle,Plastic,Recyclable,Sorted
2024-06-11,13:09,par6,plastic film,Plastic,non-recyclable,Sorted
2024-04-26,12:11,vending machine,clear water bottle,Plastic,Recyclable,Unsorted
2024-05-29,13:19,vending machine,plastic film,Plastic,non-recyclable,Unsorted
2024-01-17,12:17,par6,drink can,Metal,Recyclable,Sorted
2024-03-22,11:44,par13,paper cup,Paper,Recyclable,Unsorted
2024-06-04,17:47,par6,banana peel,Organic,bio-degradable,Sorted
2024-02-23,12:47,lobby,wrapper,Plastic,non-recyclable,Sorted
2024-03-12,11:58,lobby,paper,Paper,Recyclable,Unsorted
2024-05-13,10:04,lobby,food,Organic,bio-degradable,Unsorted
2024-06-04,18:39,vending machine,cardboard,Paper,Recyclable,Sorted
2024-01-15,12:06,par13,wrapper,Plastic,non-recyclable,Unsorted
2024-05-14,15:39,par14,plastic film,Plastic,non-recyclable,Unsorted
2024-01-16,13:39,par13,paper cup,Paper,Recyclable,Unsorted
2024-02-27,18:10,par6,drink can,Metal,Recyclable,Unsorted
2024-04-23,17:57,vending machine,clear water bottle,Plastic,Recyclable,Unsorted
2024-01-04,15:48,par13,paper cup,Paper,Recyclable,Unsorted
2024-02-26,13:56,par14,plastic film,Plastic,non-recyclable,Unsorted
2024-02-21,16:12,par14,clear water bottle,Plastic,Recyclable,Unsorted
2024-04-11,12:13,lobby,glass bottle,Glass,Recyclable,Unsorted
2024-01-17,10:48,lobby,paper cup,Paper,Recyclable,Unsorted
2024-01-31,12:50,lobby,plastic film,Plastic,non-recyclable,Sorted
2024-02-07,12:37,par6,clear water bottle,Plastic,Recyclable,Unsorted
2024-02-27,18:05,lobby,coffee cup,Paper,Recyclable,Sorted
2024-02-01,12:35,lobby,cardboard,Paper,Recyclable,Sorted
2024-02-21,12:07,par14,paper cup,Paper,Recyclable,Unsorted
2024-01-22,13:10,lobby,drink can,Metal,Recyclable,Sorted
2024-02-06,11:58,vending machine,clear water bottle,Plastic,Recyclable,Unsorted
2024-02-12,12:04,par14,clear water bottle,Plastic,Recyclable,Sorted
2024-04-11,12:19,par14,clear water bottle,Plastic,Recyclable,Sorted
2024-05-21,11:31,vending machine,wrapper,Plastic,non-recyclable,Unsorted
2024-05-30,12:19,par14,coffee cup,Paper,Recyclable,Sorted
2024-03-15,12:35,par6,glass bottle,Glass,Recyclable,Unsorted
2024-05-01,12:18,par13,coffee cup,Paper,Recyclable,Unsorted
2024-03-11,10:49,par14,drink can,Metal,Recyclable,Unsorted
2024-06-05,10:57,vending machine,clear water bottle,Plastic,Recyclable,Sorted
2024-02-14,12:34,vending machine,clear water bottle,Plastic,Recyclable,Sorted
2024-02-09,12:23,lobby,glass bottle,Glass,Recyclable,Unsorted
2024-05-16,12:58,par6,drink can,Metal,Recyclable,Sorted
2024-03-22,10:09,par6,banana peel,Organic,bio-degradable,Unsorted
2024-02-21,17:40,par6,glass bottle,Glass,Recyclable,Sorted
2024-05-02,12:39,par14,carton,Paper,Recyclable,Unsorted
2024-05-14,13:53,vending machine,clear water bottle,Plastic,Recyclable,Unsorted
2024-06-14,12:41,par6,paper,Paper,Recyclable,Unsorted
2024-04-02,12:44,vending machine,banana peel,Organic,bio-degradable,Sorted
2024-04-08,12:06,par14,paper,Paper,Recyclable,Unsorted
2024-02-07,12:28,lobby,banana peel,Organic,bio-degradable,Unsorted
2024-02-02,12:24,vending machine,clear water bottle,Plastic,Recyclable,Unsorted
2024-01-19,11:56,par6,wrapper,Plastic,non-recyclable,Unsorted
2024-03-05,10:14,vending machine,paper,Paper,Recyclable,Sorted
2024-05-31,14:42,par13,banana peel,Organic,bio-degradable,Sorted
2024-02-07,12:00,vending machine,food,Organic,bio-degradable,Sorted
2024-04-03,18:37,vending machine,glass bottle,Glass,Recyclable,Sorted
2024-02-08,18:28,par6,drink can,Metal,Recyclable,Sorted
2024-05-30,17:54,par14,plastic film,Plastic,non-recyclable,Sorted
2024-03-11,18:05,par13,banana peel,Organic,bio-degradable,Unsorted
2024-01-31,15:09,lobby,wrapper,Plastic,non-recyclable,Unsorted
2024-05-09,13:50,par14,glass bottle,Glass,Recyclable,Unsorted
2024-04-01,15:15,lobby,banana peel,Organic,bio-degradable,Sorted
2024-05-07,15:29,par6,plastic film,Plastic,non-recyclable,Sorted
2024-01-23,11:44,par13,cardboard,Paper,Recyclable,Sorted
2024-05-30,12:54,par6,food,Organic,bio-degradable,Sorted
2024-02-29,12:41,vending machine,paper,Paper,Recyclable,Unsorted
2024-03-21,13:22,lobby,glass bottle,Glass,Recyclable,Sorted
2024-01-16,12:56,par14,wrapper,Plastic,non-recyclable,Unsorted
2024-01-25,12:34,par6,glass bottle,Glass,Recyclable,Unsorted
2024-02-14,13:18,par14,carton,Paper,Recyclable,Sorted
2024-03-05,11:45,par13,paper cup,Paper,Recyclable,Unsorted
2024-06-07,10:23,par13,paper cup,Paper,Recyclable,Unsorted
2024-02-06,12:55,vending machine,food,Organic,bio-degradable,Sorted
2024-05-29,12:34,lobby,wrapper,Plastic,non-recyclable,Sorted
2024-04-10,11:32,lobby,clear water bottle,Plastic,Recyclable,Unsorted
2024-05-13,12:45,par14,banana peel,Organic,bio-degradable,Unsorted
2024-05-17,11:03,lobby,clear water bottle,Plastic,Recyclable,Sorted
2024-06-04,13:24,vending machine,glass bottle,Glass,Recyclable,Sorted
2024-04-08,12:29,par6,coffee cup,Paper,Recyclable,Sorted
2024-01-05,12:02,lobby,drink can,Metal,Recyclable,Unsorted
2024-05-27,12:40,vending machine,glass bottle,Glass,Recyclable,Sorted
2024-03-04,10:17,par13,paper cup,Paper,Recyclable,Unsorted
2024-06-13,12:32,vending machine,clear water bottle,Plastic,Recyclable,Sorted
2024-02-01,13:13,par13,paper cup,Paper,Recyclable,Unsorted
2024-06-05,15:42,vending machine,clear water bottle,Plastic,Recyclable,Unsorted
2024-04-25,12:48,par14,food,Organic,bio-degradable,Unsorted
2024-06-07,12:40,par13,paper,Paper,Recyclable,Unsorted
2024-05-31,17:33,par6,banana peel,Organic,bio-degradable,Unsorted
2024-01-01,13:29,vending machine,clear water bottle,Plastic,Recyclable,Sorted
2024-03-05,13:05,vending machine,cardboard,Paper,Recyclable,Sorted
2024-05-24,13:06,par13,paper cup,Paper,Recyclable,Sorted
2024-06-13,12:21,vending machine,banana peel,Organic,bio-degradable,Sorted
2024-04-04,12:32,vending machine,wrapper,Plastic,non-recyclable,Sorted
2024-02-26,12:20,par14,food,Organic,bio-degradable,Sorted
2024-04-22,12:10,vending machine,clear water bottle,Plastic,Recyclable,Unsorted
2024-06-12,13:10,vending machine,wrapper,Plastic,non-recyclable,Unsorted
2024-05-24,10:35,vending machine,paper cup,Paper,Recyclable,Unsorted
2024-04-29,09:57,par14,clear water bottle,Plastic,Recyclable,Sorted
2024-04-17,12:40,par14,carton,Paper,Recyclable,Unsorted
2024-01-03,13:43,lobby,glass bottle,Glass,Recyclable,Unsorted
2024-03-21,11:19,par13,paper,Paper,Recyclable,Unsorted
2024-04-03,13:02,par6,food,Organic,bio-degradable,Sorted
2024-02-16,12:55,vending machine,clear water bottle,Plastic,Recyclable,Unsorted
2024-02-13,12:07,lobby,cardboard,Paper,Recyclable,Sorted
2024-03-05,11:43,par6,wrapper,Plastic,non-recyclable,Sorted
2024-01-23,11:51,lobby,banana peel,Organic,bio-degradable,Sorted
2024-02-27,16:10,par13,paper cup,Paper,Recyclable,Unsorted
2024-01-18,13:00,par6,glass bottle,Glass,Recyclable,Unsorted
2024-04-22,12:05,par14,drink can,Metal,Recyclable,Unsorted
2024-01-26,13:52,vending machine,carton,Paper,Recyclable,Sorted
